city,company,company_finance,company_size,company_type,company_url,date,department,education_requirement,experience_requirement,industry,major_requirement,monthly_salary_range,position_advantage,position_cleaned,position_info,position_tag,posted_url,posted_website,recruit_count,专业要求,公司主页,公司名称,公司性质,公司行业,公司规模,原始URL,发布日期,发布网站,学历,岗位介绍,工作地点,工作性质,招聘人数,经验,职位名称,职位诱惑,薪资,融资阶段,部门
,,,,,,,,,,,,,,,,,,,,,,广东源恒软件科技有限公司,民营公司,"计算机软件,专业服务(咨询、人力资源、财会)",150-500人,http://jobs.51job.com/guangzhou/96427023.html?s=01&t=0,06/02/2018,前程无忧,本科,【岗位职责】1、为海量数据的处理和分析提供解决方案，进行架构设计和搭建2、研究Hadoop/Spark/Hbase/Hive等开源项目，进行平台性能及可用性调优3、维持上线项目的服务高效稳定，支撑业务和数据量的快速扩张【岗位要求】1、大学本科及以上学历，计算机相关专业，至少3年Hadoop/Spark开发经验；2、熟悉Java/Python/Scala至少一种编程语言，对JVM运行机制有深入了解3、深入研究过Hadoop/Spark源码者优先4、熟悉Linux系统、熟悉SQL和noSQL的设计和开发5、熟悉企业应用设计模式、面向对象的分析和设计技术，包括设计模式、UML建模等6、对互联网、大数据技术有钻研热情，具备高度的责任心及团结协作精神，善于沟通交流。,广州,,1.0,无工作经验,"Hadoop, Spark架构师","五险一金,员工旅游,专业培训,年终奖金,弹性工作,定期体检,绩效奖金,交通补贴,餐饮补贴,通讯补贴",20000-30000,,
,,,,,,,,,,,,,,,,,,,,,,上海宏路数据技术股份有限公司,民营公司,"互联网, 电子商务,计算机服务(系统、数据服务、维修)",150-500人,http://jobs.51job.com/shanghai-hkq/97123816.html?s=01&t=0,06/02/2018,前程无忧,,1.负责基于Hadoop（CDH、HDP）平台架构的规划、设计和搭建；2.独立或者带领团队完成各种面向业务目标的数据分析模型定义和应用开发；3.针对海量的数据开发具有数据收集、统计、分析和挖掘能力的创新型产品；4.基于MapReduce、Spark、Flume等的大数据开发；5.学习和研究大数据技术最新动向以满足产品、项目的需求。要求：1.计算机相关专业本科及以上；一年及以上工作经验2.软件基础理论知识扎实，具有良好的数据结构、算法功底；3.精通Hadoop等分布式开发，如：MapReduce、Spark，具有扎实的Java／Scala等开发语言功底；4.熟悉Hadoop相关各种开源项目，如：Flume、Hive、Hbase等，并有实际应用者优先；5.熟悉Solr／Lucene开发，熟悉NoSQL数据库者优先；6.对新技术敏感，有一定独立分析，技术研究能力；7.熟练使用Linux环境下开发者优先；熟悉至少一种版本控制工具，如：Git、SVN、Mercurial；8.有个人开源项目或参与开源项目者优先；9.有代码洁癖和自发组织CodeReview的开发者优先。,上海-虹口区,,1.0,无工作经验,Hadoop开发工程师,"定期体检,绩效奖金,年终奖金,员工旅游,五险一金,公司氛围好",8000-15000,,
,,,,,,,,,,,,,,,,,,,,,,上海巨人网络科技有限公司,民营公司,"网络游戏,互联网, 电子商务",1000-5000人,http://jobs.51job.com/shanghai-sjq/90042238.html?s=01&t=0,06/02/2018,前程无忧,本科,,上海-松江区,,1.0,无工作经验,"Hadoop开发工程师, ",,15000-20000,,
,,,,,,,,,,,,,,,,,,,,,,上海九筹投资有限公司,合资,"计算机软件,互联网, 电子商务",50-150人,http://jobs.51job.com/shanghai-bsq/69821153.html?s=01&t=0,06/02/2018,前程无忧,本科,岗位职责：1.了解需求，负责Hadoop数据处理平台架构设计以及指定核心模块的开发、测试；2.系统部署、运行维护以及调优3.进行数据处理技术攻关、参与技术交流以及团队建设4.分解详细的开发任务，能配合其他项目制定开发技术、开发文档、开发流程图5.核心代码编写6.负责相关项目实施的进度、对项目实施进行合理划分和验收7.公司安排的其他事情任职要求：1.计算机以及相关专业本科以上学历，2年以上Hadoop大型平台项目开发经验2.对分布式服务器集群有较深认识，具有丰富的分布式集群开发经验3.精通Hadoop生态系统以及分布式组件4.精通分布式计算算法5.熟悉Linux环境、命令以及Shell脚本,上海-宝山区,,6.0,3-4年经验,Hadoop架构师,"五险一金,交通补贴,餐饮补贴,节日福利",10000-15000,,
,,,,,,,,,,,,,,,,,,,,,,湖南晖龙集团股份有限公司,多元化业务集团公司,,50-150人,http://jobs.51job.com/changsha-csx/85319257.html?s=01&t=0,06/02/2018,前程无忧,大专,1、熟悉MySQL/MongoDB/Redis/HDFS等常用数据库，掌握SQL开发技术；4、熟悉Hadoop/HBase/Hive/MapReduce/Spark等相关技术，并有实际的开发经验5、熟悉java和shell，可以熟练的使用linux系统，了解Linux群集技术者优先6、掌握MapReduce处理问题思想，熟悉分布式计算模型或有高效索引技术经验者优先;7、擅长数据分析，对数据具有足够的敏感性，熟悉常规的数据统计、挖掘知识、统计方法；8、有PHP、Elasticsearch相关经验者优先,长沙-长沙县,,1.0,无工作经验,"hadoop工程师, 大数据开发工程师",,8000-10000,,
,,,,,,,,,,,,,,,,,,,,,,上海摹汐智能科技有限公司,民营公司,"互联网, 电子商务,专业服务(咨询、人力资源、财会)",少于50人,http://jobs.51job.com/beijing-cyq/98065777.html?s=01&t=0,06/02/2018,前程无忧,,"岗位职责:1、负责个性化推荐系统的架构、算法和开发，实现在相关产品中的精准推荐；2、负责用户画像系统的设计和开发；3、负责内容标签化系统的设计和开发。任职要求：1、计算机相关专业，本科及以上学历，3年以上数据开发经验；2、处理海量实时数据和离线数据，熟悉Hadoop、Spark、HBase、Hive、Presto、Redis等计算平台和工具；3、熟悉Java、Scala、C++等开发语言；4、熟悉Linux系统，熟练使用脚本语言(shell或python)；5、熟悉常用的推荐算法,有推荐系统、用户画像、NLP相关经验者优先。",北京-朝阳区,,1.0,3-4年经验,Hadoop开发工程师,"五险一金,餐饮补贴,交通补贴,通讯补贴,补充医疗保险",30000-40000,,
,,,,,,,,,,,,,,,,,,,,,,上海睿璞企业管理咨询有限公司,民营公司,"专业服务(咨询、人力资源、财会),计算机软件",50-150人,http://jobs.51job.com/shanghai/97470888.html?s=01&t=0,06/02/2018,前程无忧,大专,"职责描述:1.负责Hadoop集群相关的开发、调优、监控等工作2.负责Cassandra、Spark、Hive项目开发、实施工作3.负责数据平台的基础架构设计和优化工作职位要求:1.3年以上大数据基础架构相关工作经验2.深刻理解Hadoop、Hive、Hbase、Spark等开源软件的工作原理3.熟练掌握Java开发，有开源软件源码阅读和fix经验者优先4.技术Geek,对技术有很高的热情5.有大规模Hadoop集群运维经验者优先6.具有快速解决问题的能力和较强的学习能力7.熟悉linux系统8.附上github地址或blog地址有加分",上海,,1.0,5-7年经验,"高级, 资深Hadoop工程师",,25000-30000,,
,,,,,,,,,,,,,,,,,,,,,,深圳市云梦电子商务有限公司,创业公司,"互联网, 电子商务,计算机软件",少于50人,http://jobs.51job.com/shenzhen-nsq/97589361.html?s=01&t=0,06/02/2018,前程无忧,本科,1.负责数据分析工具平台的设计和研发；2.开发及维护公司Hadoop、Spark等相关大数据处理集群；3.负责公司大数据相关产品研发、项目实施应用。任职要求：1.对大数据处理和数据分析挖掘有浓厚的兴趣；2.拥有海量数据处理和并行计算开发2年以上经验，有作品的优先；3.熟悉Hadoop、HBase、Hive、storm、kafka、spark、neo4j、mongodb、elasticsearch等分布式系统工具，有开发相关功能的优先，掌握Hadoop、Spark集群维护相关知识；4.熟悉大数据的机器学习、深度学习等相关算法，有应用实施的经验；熟悉自然语言处理平台，有应用实施经验；5.精通Python、Java，至少2年以上开发经验，对数据结构和数据统计分析算法有较为深刻理解；6.有较好的应用系统设计和开发经验，具有大型数据分析系统开发经验者优先；7.熟悉数据库和数据仓库，有一定数据建模能力；8.良好的沟通能力、团队精神和服务意识；9.良好的逻辑思维能力，能够从海量数据中发现有价值的规律，对数据敏感，能够发现关键数据、发现关键问题；10.具有强烈的上进心和求知欲，优秀的自主学习能力，自我管理能力。,深圳-南山区,,1.0,3-4年经验,Hadoop大数据开发工程师,,15000-25000,,
,,,,,,,,,,,,,,,,,,,,,,上海音智达信息技术有限公司,合资,计算机服务(系统、数据服务、维修),150-500人,http://jobs.51job.com/shanghai/78198271.html?s=01&t=0,06/02/2018,前程无忧,本科,岗位职责：1.Hadoop系统的安装、维护、监控、调优、开发2.与客户进行书面或口头沟通，了解客户需求，制定并实施技术解决方案3.Linux/Hadoop的用户、组、权限管理4.解决Hadoop使用中出现的各种疑难问题5.学习Linux、Hadoop、数据挖掘相关的各种新技术任职要求：1.英语四级以上，能阅读长篇英文文档2.熟悉Linux，熟悉Hadoop或对Hadoop有兴趣，对数据挖掘有一定了解3.有较好的自学能力，能通过搜索引擎查找问题并找到答案4.至少熟练一门编程语言5.能适应偶尔短期出差,上海,,1.0,无工作经验,"Hadoop工程师, ","五险一金,补充公积金,员工旅游,专业培训,弹性工作,年终奖金",6000-15000,,
,,,,,,,,,,,,,,,,,,,,,,湖北地信科技集团股份有限公司,合资,"计算机软件,计算机服务(系统、数据服务、维修)",150-500人,http://jobs.51job.com/wuhan/79622027.html?s=01&t=0,06/02/2018,前程无忧,大专,职位描述：1、结合公司大数据分析平台的规划，搭建以hadoop技术体系为核心的集群环境。2、结合业务的实际数据情况，设计、开发基于hdfs/hbase/hive的数据查询分析3、大规模数据分析、统计和建模。4、参与产品和项目需求分析，进行系统的功能定义，程序设计。5、负责编写各阶段的产品和项目的技术设计文档。?任职要求：1、精通java语言，两年以上海量数据分布式系统的开发经验；2、熟悉hadoop框架，熟练应用map-reduce；3、熟悉Java、Shell，可以熟练使用Linux操作系统，了解Linux集群技术者优先；4、热爱技术，有创业激情，有良好的自我管理能力；5、具有较强的团队意识与良好的沟通能力，高度的责任感，对工作积极严谨，勇于承担压力，较强的学习能力以及快速解决问题的能力。,武汉,,1.0,5-7年经验,Hadoop大数据开发工程师,"五险一金,交通补贴,餐饮补贴,通讯补贴,年终奖金,定期体检",10000-15000,,
,,,,,,,,,,,,,,,,,,,,,,重庆慧都科技有限公司,民营公司,"计算机软件,互联网, 电子商务",50-150人,http://jobs.51job.com/chongqing/71807594.html?s=01&t=0,06/02/2018,前程无忧,本科,熟悉hadoop/spark平台搭建熟悉Scala语言有相关项目实际开发经验懂R语言、kafka优先计算机相关专业，本科及以上学历5年以上工作经验,重庆,,1.0,5-7年经验,"大数据, hadoop, 工程师","五险一金,员工旅游,交通补贴,通讯补贴,专业培训,绩效奖金,年终奖金,弹性工作",10000-15000,,
,,,,,,,,,,,,,,,,,,,,,,上海柯林布瑞信息技术有限公司,民营公司,"计算机软件,互联网, 电子商务",50-150人,http://jobs.51job.com/shanghai-xhq/86111447.html?s=01&t=0,06/02/2018,前程无忧,大专,1.负责基于Hadoop（CDH、HDP）平台架构的规划、设计和搭建；2.独立或者带领团队完成各种面向业务目标的数据分析模型定义和应用开发；3.针对海量的数据开发具有数据收集、统计、分析和挖掘能力的创新型产品；4.基于MapReduce、Spark、Flume等的大数据开发；5.学习和研究大数据技术最新动向以满足产品、项目的需求。职位要求1.计算机相关专业本科及以上；2.软件基础理论知识扎实，具有良好的数据结构、算法功底；3.精通Hadoop等分布式开发，如：MapReduce、Spark，具有扎实的Java／Scala等开发语言功底；4.熟悉Hadoop相关各种开源项目，如：Flume、Hive、Hbase等，并有实际应用者优先；5.熟悉Solr／Lucene开发，熟悉NoSQL数据库者优先；6.对新技术敏感，有一定独立分析，技术研究能力；7.熟练使用Linux环境下开发者优先；熟悉至少一种版本控制工具，如：Git、SVN、Mercurial；8.有个人开源项目或参与开源项目者优先；9.有代码洁癖和自发组织CodeReview的开发者优先。,上海-徐汇区,,2.0,无工作经验,"Hadoop, 开发",,15000-25000,,
,,,,,,,,,,,,,,,,,,,,,,广州优樱斯贸易有限公司,民营公司,"贸易, 进出口,互联网, 电子商务",1000-5000人,http://jobs.51job.com/guangzhou-byq/92095490.html?s=01&t=0,06/02/2018,前程无忧,本科,岗位职责：1.负责Hadoop相关项目日常运行维护、故障排查工作；2.负责Hadoop集群的监控和配置调优工作；3.负责Hadoop平台的用户管理、权限分配、资源分配；4.负责集群服务器软件的安装、维护、部署、更新；岗位要求：1.熟悉Hadoop生态，知晓HDFS、YARN、Kafka、HBase、hive等Hadoop生态技术的体系结构和运行原理可对大数据平台进行性能调优，升级扩容、性能监控以及配置调优具备1年以上Hadoop大数据平台运维经验；2.熟悉linux系统，熟练使用shell/python/perl中至少一种具备1年以上linux管理工作经验；3.熟练使用git版本控制，jenkins持续集成工具；4.具有良好的学习能力、沟通能力和团队合作精神；具有强烈的进取精神和乐观的工作态。,广州-白云区,,2.0,1年经验,"高级Hadoop运维工程师, ","五险一金,专业培训,绩效奖金,年终奖金,定期体检",15000-25000,,
,,,,,,,,,,,,,,,,,,,,,,万宝盛华人力资源（中国）有限公司,"专业服务(咨询、人力资源、财会),多元化业务集团公司",,1000-5000人,http://jobs.51job.com/beijing/91898678.html?s=01&t=0,06/02/2018,前程无忧,本科,"JobDescription？Thispositionwillhavetheresponsibilitytoinstall,maintainanddevelopthedatafusionserviceswithintheCloudInfrastructureandtorunanalyticsforusersandgivemanagementreports.？ThispositionisembeddedwithintheVWGroupsITdepartmentConnectedCarprojectteamandoperationTeam.AmongothertasksyourcoreresponsibilitiesistorunanddevelopDataAnalyticstechnologyandProcessbasedonTechnologieslikeHadoop.？Thispositionwillberesponsibletogetherwithintheteamandthestakeholdersofprojectteamoperationteam,andserviceproviders,toshareinformationandcreateandgatherrequireddocuments.？Ensuringthatalloperationallyrelevantdocumentsareupdatedandavailableonthegolivedate.？EnsuringanalyticsplanningbycreatingtheservicereadinesstogetherwiththeODPprojectmanager？SupportingprojectmanagementforoverallacceptanceoftheITserviceandthenrunanalyticsbasedonuserrequirementsRequirements:？BachelorsdegreeinIT,Businessorarelatedfield？5+yearsintheITindustry,withspecificexpertisearound1Tprojectandprogrammanagement.？HasDataAnalyticsrelevantcertificationorsimilarexperienceinadeliveryorDataAnalyticsdesignrole？Proventrackrecordofbeingresultsorientatedwithdemonstratedabilitytoachieveaggressivegoals？Strongverbalandwrittencommunicationskills",北京,,2.0,5-7年经验,Hadoop运维,,25000-50000,,
