职位名称,部门,工作地点,工作性质,经验,学历,薪资,专业要求,招聘人数,职位诱惑,岗位介绍,公司名称,公司行业,公司性质,融资阶段,公司规模,公司主页,发布日期,发布网站,原始URL
"大数据研发工程师, spark, ",,深圳,,3-4年经验,本科,20000-25000,,1,,"【任职要求】1、计算机科学、计算机软件、通信或相关专业本科及以上学历；2、具有扎实的Java基础，熟悉J2EE体系结构，熟悉分布式、缓存、消息、搜索等机制；3、熟悉Spark内核，熟练掌握Scala和Python语言，追求代码质量和程序效率；4、熟悉SparkSQL,SparkStreaming，Storm，Hadoop，Mesos，kafka等，对Spark体系结构、运行机制和源码有深入研究；5、对Spark调优、统计学应用有实际工作经验者优先；6、具备金融风险控制和分析系统或相关产品研发经验者优先；7、良好的学习能力、沟通能力、适应能力，责任心强。",深圳市中网彩网络技术有限公司,"互联网, 电子商务",民营公司,,150-500人,,08/01/2018,前程无忧,http://jobs.51job.com/shenzhen/87000468.html?s=01&t=0
SPARK大数据开发工程师,,深圳,,2年经验,本科,10000-15000,,1,"五险一金,免费班车,交通补贴,餐饮补贴,专业培训,绩效奖金,定期体检",一、岗位职责：1、负责数据仓库和大数据处理模块的架构设计和开发、性能调优2、负责基于Spark技术的海量数据的处理、分析、统计、挖掘工作；3、负责基于Spark技术完成海量数据的机器学习、深度学习等开发工作二、岗位要求：1.计算机或相关专业，本科以上学历2、熟悉Hadoop/Spark生态系统组件的使用，至少有1年的Spark(Core/Streaming/SQL)开发经验；3.熟悉Scala/Java语言，对Scala/Java原理、底层技术有深入研究者优先；4.对新技术有孜孜不倦的热情，具有良好的学习能力、团队协作能力和沟通能力；5有过海量数据系统开发经验者优先；6.有HBase、Kafka、ES(ELK)、图计算、图存储等经验者优先；7.有统计学数学知识，海量数据处理、数据分析和挖掘经验者优先。,TCL集团工业研究院,"学术, 科研",外资（非欧美）,,150-500人,,08/01/2018,前程无忧,http://jobs.51job.com/shenzhen/90655460.html?s=01&t=0
"Spark大数据工程师, ",,深圳-罗湖区,,2年经验,大专,10000-20000,,5,"五险一金,餐饮补贴,股票期权,弹性工作",任职要求：1.两年以上大数据平台设计和开发经验，具备优秀的编程能力和良好的开发习惯。2.具备独立搭建Spark架构、测试与运维的能力，有过大规模系统设计、优化和工程实现的经验。3.熟悉Spark、SparkSQL和SparkStreaming内核原理；了解Hadoop生态组件相关技术，例如Hadoop、Hive、Kafka等，有SparkMLib和GraphX经验优先4.精通Python或Scala语言，熟悉Linux操作系统，熟练使用Shell脚本语言。5.具有认真的技术态度，良好的团队沟通和协作能力。,北京腾信软创科技股份有限公司,计算机软件,上市公司,,500-1000人,,08/01/2018,前程无忧,http://jobs.51job.com/shenzhen-lhq/91589247.html?s=01&t=0
"Spark, Hadoop开发工程师",,上海,,3-4年经验,本科,20000-25000,,1,,岗位职责：1.为海量数据的处理和分析提供高效解决方案；2.研究Hadoop/Spark/Hbase/Hive等开源项目，对线上任务进行调优，并开发通用组件；3.基于Hadoop平台、数仓、图库开发离线、实时数据流应用。任职要求：1.扎实的计算机系统和算法基础知识；良好的英文阅读能力；2.扎实的Java、Scala语言基础，对JVM运行机制有深入了解；3.熟悉Hadoop、Spark并有丰富的开发经验；4.对常见开源框架代码有研究；5.熟悉SQL和noSQL的设计和开发；6.熟悉企业应用设计模式、面向对象的分析和设计技术，包括设计模式、UML建模等；7.善于思考，能独立分析和解决问题，热衷于互联网技术的研究和创新；8.责任心强，沟通能力好，具备良好的团队合作精神；9.有深入研究过Hadoop/Spark源码者优先。,上海睿璞企业管理咨询有限公司,"专业服务(咨询、人力资源、财会),计算机软件",民营公司,,50-150人,,08/01/2018,前程无忧,http://jobs.51job.com/shanghai/97470791.html?s=01&t=0
Spark大数据开发工程师,,武汉-洪山区,,5-7年经验,本科,12500-16666,,2,"五险一金,员工旅游,交通补贴,通讯补贴,年终奖金,定期体检,周末双休",工作职责：1、参与大数据平台的设计与开发，解决海量异构数据面临的挑战；2、熟悉Linux环境下集群搭建，管理、优化并维护Hadoop、Spark等集群；3、利用Hadoop与Spark等相关大数据技术解决并实现业务需求；4、建立数据模型，对数据进行挖掘、优化、统计及展示。任职资格：1、计算机相关专业，本科及以上学历，3年以上Spark、Hadoop相关开发经验；2、熟悉主流的大数据产品（Hadoop、Spark、Hbase、Flume、Kafka等）和数据分析技术（机器学习)并具有相关项目经验；3、精通Scala语言编程，并熟练使用该语言进行Spark相关开发；4、具备JavaEE开发经验，熟练使用jQuery、Springmvc、Spring与Mybatis等技术框架；5、善于发现问题与解决问题，强烈的责任感和团队感，对负有挑战性的工作充满热情,浙江贵仁信息科技股份有限公司武汉分公司,"计算机软件,计算机服务(系统、数据服务、维修)",民营公司,,150-500人,,08/01/2018,前程无忧,http://jobs.51job.com/wuhan-hsq/97608087.html?s=01&t=0
"Hadoop工程师, ",,上海,,无工作经验,本科,6000-15000,,1,"五险一金,补充公积金,员工旅游,专业培训,弹性工作,年终奖金",岗位职责：1.Hadoop系统的安装、维护、监控、调优、开发2.与客户进行书面或口头沟通，了解客户需求，制定并实施技术解决方案3.Linux/Hadoop的用户、组、权限管理4.解决Hadoop使用中出现的各种疑难问题5.学习Linux、Hadoop、数据挖掘相关的各种新技术任职要求：1.英语四级以上，能阅读长篇英文文档2.熟悉Linux，熟悉Hadoop或对Hadoop有兴趣，对数据挖掘有一定了解3.有较好的自学能力，能通过搜索引擎查找问题并找到答案4.至少熟练一门编程语言5.能适应偶尔短期出差,上海音智达信息技术有限公司,计算机服务(系统、数据服务、维修),合资,,150-500人,,08/01/2018,前程无忧,http://jobs.51job.com/shanghai/78198271.html?s=01&t=0
"Hadoop数据工程师, ",,天津-西青区,,1年经验,本科,10000-15000,,1,"五险一金,交通补贴,绩效奖金,年终奖金",岗位职责:1、大数据应用设计、开发；2、大数据开发过程中的技术问题支撑；3、负责大数据平台监控、系统优化等运维管理工作；4、处理各类异常和故障，确保系统平台的稳定运行。任职要求：1、具备1年以上大数据开发实践经验，具有一定的BI开发经验；2、Java基础扎实，有相关开发或者实习经验，会scada者优先；3、具备Hadoop/Hbase/Spark开发经验；4、能够基于Linux平台工作，熟练使用shell脚本。如有意向，可将简历发送至：jianli@lishentx.com,天津拓鑫力神科技有限公司,"计算机软件,新能源",民营公司,,少于50人,,08/01/2018,前程无忧,http://jobs.51job.com/tianjin-xqq/86524058.html?s=01&t=0
"Hadoop开发工程师, ",,上海,,无工作经验,本科,15000-22000,,1,"五险一金,交通补贴,餐饮补贴,通讯补贴,绩效奖金,年终奖金",岗位职责：1、负责Hadoop集群的大规模、高可用和稳定性开发工作2、持续完善存储系统的监控功能，改进和优化存储系统的设计架构3、解决业务需求，深度参与业务系统的设计与实任职要求：1、本科或以上学历，5年以上工作经验2、熟悉Linux/Unix平台，熟悉bash、perl、python、php、ruby、nodejs中至少两种以上语言3、熟悉Hadoop/HBase/Zookeeper等的运行机制和工作原理，有大规模数据分析和处理经验4、有超大规模集群全流程建设经验，并且对集群运营调优有丰富经验5、精通业界流行的分布式存储系统，和各种计算框架6、对网络拓扑，操作系统内核有深入了解7、在业界有成熟产品者优先工作地址：,善林（上海）金融信息服务有限公司,"金融, 投资, 证券",民营公司,,10000人以上,,08/01/2018,前程无忧,http://jobs.51job.com/shanghai/92869726.html?s=01&t=0
"系统工程师, hadoop, ",,上海-徐汇区,,无工作经验,本科,10000-15000,,1,"五险一金,员工旅游,餐饮补贴,通讯补贴,定期体检","1.基于hadoop平台的安装、实施和调优2.参与项目实施，负责公司大数据产品的安装和调试3.针对客户实际数据量状况，设计大数据平台的底层群集架构任职要求：1.熟悉Hadoop、hive、hbase、Flume、zookeeper、Sqoop等开源分布式系统；2.熟悉大数据量、大用户量、实时业务、高并发、高吞吐、高可靠性分布式系统的优先；3.熟悉shell,perl,Python,php至少一种,精通MapReduce的编写；4.对操作系统、算法、数据结构有深入理解；5.熟悉linux系统；6.熟悉sparkstreaming、storm等流式计算平台优先；7.对数据敏感、对新技术敏感，有数据挖掘技能者优先。",上海银基信息安全技术有限公司,"计算机服务(系统、数据服务、维修),互联网, 电子商务",民营公司,,150-500人,,08/01/2018,前程无忧,http://jobs.51job.com/shanghai-xhq/96561095.html?s=01&t=0
"Hadoop工程师, ",,北京,,无工作经验,,8000-16000,,1,"五险一金,员工旅游,交通补贴,通讯补贴,专业培训,出国机会,年终奖金,弹性工作,定期体检",岗位职责：1.Hadoop系统的安装、维护、监控、调优、开发2.与客户进行书面或口头沟通，了解客户需求，制定并实施技术解决方案3.Linux/Hadoop的用户、组、权限管理4.解决Hadoop使用中出现的各种疑难问题5.学习Linux、Hadoop、数据挖掘相关的各种新技术任职要求：1.英语四级以上，能阅读长篇英文文档2.熟悉Linux，熟悉Hadoop或对Hadoop有兴趣，对数据挖掘有一定了解3.有较好的自学能力，能通过搜索引擎查找问题并找到答案4.至少熟练一门编程语言5.能适应偶尔短期出差6.接受优秀应届生,上海亦策软件科技有限公司,计算机软件,合资,,50-150人,,08/01/2018,前程无忧,http://jobs.51job.com/beijing/78302063.html?s=01&t=0
Hadoop开发工程师,,上海-普陀区,,5-7年经验,本科,10000-20000,,2,"五险一金,补充医疗保险,员工旅游,年终奖金,专业培训,定期体检,弹性工作",1.负责公司hadoop大数据项目管理工作，确保各项目的正常运行；2.负责各个hadoop大数据项目资源的组织及协调，制定项目管理策略；3.监督大数据项目管理的实施及程序，定期向公司及客户汇报项目进展及问题任职资格：1.计算机及相关专业，本科以上学历，2年以上hadoop相关项目开发及管理经验；2.熟悉hadoop、hive、pathon等大数据平台及算法开发；3.了解数据挖掘相关知识，熟悉SAS/IBMSPSS/R/Python等主流商业或开源专业数据分析工具或语言；4，责任心强，有团队精神,上海玖数软件有限公司,"计算机软件,计算机服务(系统、数据服务、维修)",民营公司,,少于50人,,08/01/2018,前程无忧,http://jobs.51job.com/shanghai-ptq/86106128.html?s=01&t=0
hadoop开发工程师,,上海-杨浦区,,2年经验,本科,15000-20000,,1,"五险一金,员工旅游,餐饮补贴,年终奖金,定期体检","1、作为项目的主要开发人员，参与项目架构设计，负责hadoop平台相关的概要设计、详细设计、编码、单元测试；2、由技术经理分配工作并向技术经理汇报。招聘具体要求：1、多年以上JAVA软件开发经验；2、熟练掌握Hadoop、Hive、Hbase、zookeeper、kafka等分布式框架；3、对数学以及算法有一定的研究，了解数据挖掘相关算法；4、熟悉Spark、Storm相关环境和工作原理，有相关的平台的实战经验,有hadoop/Spark调优、统计学知识的优先；5、熟悉Linux、Unix环境；6、掌握或了解非结构化数据,使用过至少一种Nosql的开源产品，并真正用于项目。",上海复旦光华信息科技股份有限公司,计算机软件,国企,,150-500人,,08/01/2018,前程无忧,http://jobs.51job.com/shanghai-ypq/82814465.html?s=01&t=0
Hadoop开发工程师,,广州,,无工作经验,本科,15000-20000,,1,"定期体检,五险一金,员工旅游,绩效奖金,年终奖金,餐饮补贴",岗位职责：1)负责公司大数据产品的设计和开发工作；2)负责公司大数据产品的调优和维护；3)负责开源大数据平台与产品和相关技术的追踪及研究。任职资格：1)大学本科或以上学历，2年以上工作经验，其中hadoop相关数据分析项目设计与开发经验至少1年以上；2)熟练掌握大数据相关技术方案，如hdfs/MR/Hbase/hive/solr/spark/datax/kafka等，对多个大数据技术组件有深入理解和应用经验，熟练使用cdh；3)熟悉Linux，熟练掌握shell、java、python等编程能力；4)能够进行数据处理程序的设计、开发、优化，能够设计合理的数据架构，数据模型和数据处理流程，并实现，保证高性能；5)有较强的分析问题、解决问题的能力，对技术和业务的领悟力强；6)具有良好的团队合作精神，善于沟通；有强烈的责任心，积极主动。,深圳市有礼派网络科技有限公司,"互联网, 电子商务",民营公司,,150-500人,,08/01/2018,前程无忧,http://jobs.51job.com/guangzhou/88854429.html?s=01&t=0
Hadoop开发工程师,,成都,,3-4年经验,大专,8000-12000,,1,"五险一金,年终奖金",,成都迈思信息技术有限公司,计算机软件,民营公司,,150-500人,,08/01/2018,前程无忧,http://jobs.51job.com/chengdu/86070530.html?s=01&t=0
