,position_info,posted_website,education_requirement,company_url,position_type,company,company_type,position_tag,position_advantage,experience_requirement,recruiting_number,company_finance,department,position,posted_url,major_requirement,company_size,date,monthly_salary_range,recruit_count,industry
64,岗位职责：1.负责分布式计算环境下，数据平台产品的数据架构设计及核心编码；2.负责数据平台产品的应用层微服务架构设计及核心编码；3.制定和review相关框架规范，提出、分析和诊断关键技术问题。?任职要求：1.本科以上学历，计算机相关专业；2.5年以上大型互联网系统或大型企业应用系统开发相关经验；精通JavaEE相关技术和框架（包括Java语言基础/Multithreading/NIO/Dubbo/Docker/Struts/Spring/JPA/Cache/Messaging等）；3.对HBase底层实现机制和原理有深刻理解，对在大型线上软件系统中的HBase性能调优有实际工作经验；4、有PostgreSQL/MySQL/Oracle等常见数据库系统的binlog处理经验者优先；有大型报表系统、实时分析系统架构经验者优先；有MR/Hive/Kylin等离线分析系统经验者优先；5.精通多线程、高性能程序设计与编码；精通Linux操作系统；数据结构和算法过硬；6.热爱编程，学习能力强；有激情，自我要求高；善于解决问题，对新技术有不懈追求。,前程无忧,本科,,,金蝶软件（中国）有限公司,外资（非欧美）,,"五险一金,免费班车,员工旅游,专业培训,年终奖金,弹性工作",8-9年经验,招若干人,,,HBase架构师,http://jobs.51job.com/shenzhen/87035634.html?s=01&t=0,,5000-10000人,30/11/2017,15000-30000,0,"[计算机软件,互联网, 电子商务]"
65,岗位职责:任职资格:,前程无忧,本科,,,中移（杭州）信息技术有限公司,国企,,"五险一金,交通补贴,免费班车,定期体检",3-4年经验,招若干人,,,JAVA-Hadoop/Hbase开发工程师（安全产品部）(职位编号：zyhy000386),http://jobs.51job.com/hangzhou-xhq/83845590.html?s=01&t=0,,500-1000人,11/12/2017,15000-20000,0,"[互联网, 电子商务,计算机软件]"
66,岗位职责：1、负责Hadoop、HBase、spark等大数据平台规划、部署、监控、系统优化等；2、负责公司大数据平台的运维管理工作；3、处理公司大数据平台各类异常和故障，确保系统平台的稳定运行；4、深入理解系统平台，为其持续优化提供建设性意见。任职资格：1、本科及以上学历，计算机相关专业；2、具有3年以上的运维工作经验；3、1年以上Hadoop大数据集群系统运维和开发经验，熟悉Hadoop/HBase/spark等大数据系统，有大数据平台运维工开发经验者优先；4、具有较强的学习能力、逻辑分析能力、问题排查能力；5、熟悉Linux操作系统、熟悉Java、熟练使用Shell/Perl/Python中至少一种语言，能熟练编写常规运维脚本；6、具有较强的工作主动性、工作认真、负责、细致、敬业。,前程无忧,本科,,,上海普坤信息科技有限公司,民营公司,,,3-4年经验,招若干人,,,大数据运维工程师（Hadoop、HBase、spark）,http://jobs.51job.com/changsha/90368792.html?s=01&t=0,,50-150人,15/12/2017,8000-10000,0,"[计算机软件,通信, 电信运营、增值服务]"
67,1、构建分布式大数据服务平台，参与和构建公司包括海量数据存储、离线/实时计算、实时查询，大数据系统运维等系统2、服务各种业务需求，服务日益增长的业务和数据量3、深入源码内核改进优化开源项目，解决各种hadoop、spark、hbase疑难问题岗位要求：1、计算机或相关专业本科以上学历（3年以上工作经验）2、精通C++/Java/Scala程序开发(至少一种)，熟悉Linux/Unix开发环境3、熟悉常用开源分布式系统，精通Hadoop/Hive/Spark/Storm/Flink/HBase之一源代码4、有大规模分布式系统开发、维护经验，有故障处理能力，源码级开发能力5、具有良好的沟通协作能力，具有较强的分享精神6、对Kudu、Kylin、Impala、ElasticSearch，github等系统有深入使用和底层研究者加分,前程无忧,本科,,,北京融英乐知科技有限公司,民营公司,,"五险一金,通讯补贴,餐饮补贴,专业培训,年终奖金,绩效奖金,定期体检",无工作经验,招若干人,,,Hbase开发工程师,http://jobs.51job.com/beijing-xcq/88606167.html?s=01&t=0,,少于50人,24/12/2017,20000-25000,0,[计算机软件]
68,职责描述：1、HBase集群的规划、搭建、优化以及监控维护，Hbase业务项目支持；2、平台进行各种调优、性能瓶颈分析3、参与Hbase/Hadoop大数据监控管理平台的建设;4、跟进和调研Hbase/Hadoop新特性，并逐步应用；任职要求：1、计算机或相关专业本科以上学历（3年以上工作经验）2、精通C++/Java/Scala程序开发(至少一种)，熟悉Linux/Unix开发环境3、熟悉常用开源分布式系统，熟悉Python/Java/Shell等一种或多种程序开发语言4、有大规模分布式系统开发、维护经验，有故障处理能力5、熟悉Hadoop、HBase、Zookeeper等分布式组件原理和架构；6、有丰富的大规模Hbase集群实际维护和使用经验；7、具有良好的沟通协作能力，具有较强的分享精神8、阅读或修改过Hbase源代码者优先；,前程无忧,本科,,,郑州安视博科技有限公司,民营公司,,"五险一金,餐饮补贴,通讯补贴,绩效奖金,年终奖金,全勤奖,周末双休,免费早餐,工龄工资",3-4年经验,招1人,,,HBase数据库工程师,http://jobs.51job.com/zhengzhou/93230540.html?s=01&t=0,,150-500人,25/12/2017,8000-10000,1,"[电子技术, 半导体, 集成电路]"
69,1.负责基于Hbase的海量数据建设和维护；2.基于Hbase、海量数据开发相应的业务应用（主要是数据存储、检索、维护、优化等方面）；岗位职责1.统招本科及以上学历，计算机相关专业优先；2.精通/熟练掌握Java编程语言，有良好的编码风格，能承受一定的工作压力；3.熟悉Hbase基本原理，具有基本的Hbase基本维护能力以及一定的错误解决分析能力；4.对ZooKeeper/Hadoop/ES/Solor等分布式开源项目及其工作原理有一定理解；5.熟悉Linux基本命令，熟练使用各种Shell；6.具有有较强学习能力，具有快速掌握新技能解决问题的能力；7.具有团队意识，良好的沟通能力，以及高度的责任感，能够吃苦耐劳，善于钻研；8.有大数据集群构建经验者优先;9.名校教育背景经历优先;,前程无忧,,,,北京四维图新科技股份有限公司,上市公司,,"五险一金,补充医疗保险,餐饮补贴,弹性工作,定期体检,专业培训,免费班车",无工作经验,招1人,,,Hbase开发工程师-HXY,http://jobs.51job.com/beijing-hdq/95465444.html?s=01&t=0,,1000-5000人,07/12/2017,10000-18000,1,"[互联网, 电子商务,计算机软件]"
70,工作职责:1.负责基于Spark技术的数据处理、分析、统计、挖掘工作；2.sparkmllib开发3?负责hadoop/hbase集群的启停（nagios监控）任职资格:1.熟悉Spark相关技术，至少有2年以上Spark开发经验；2.熟悉Scala，Java语言，有丰富的分布式编程经验；3.熟悉sparkmllib，有实际开发经验；4?熟悉linux基本命令&简单脚本5.较强的分析、动手解决技术问题能力。,前程无忧,,,,蓝色光标传播集团-总部,上市公司,,"五险一金,餐饮补贴,弹性工作,补充医疗保险,通讯补贴,定期体检,免费班车,交通补贴",无工作经验,招1人,,,Spark开发工程师,http://jobs.51job.com/beijing-cyq/97101210.html?s=01&t=0,,1000-5000人,23/12/2017,15000-20000,1,"[互联网, 电子商务,公关, 市场推广, 会展]"
71,,前程无忧,,,,汽车之家,民营公司,,,3-4年经验,招1人,,,Hbase高级工程师(职位编号：03168),http://jobs.51job.com/beijing-hdq/94749927.html?s=01&t=0,,1000-5000人,26/12/2017,40000-50000,1,"[互联网, 电子商务]"
72,"岗位职责：1、拥有良好的沟通能力，能够根据业务需求分析系统要点及系统开发点；2、具备项目开发相关工作技能,并及时发现设计工作中的问题,提出解决问题的途径；3、根据业务需求，进行技术编码，调试，单元测试，能够解决核心技术问题；4、参与技术需求的调研，技术可行性分析，系统架构的设计、优化；5、按照需求进行设计开发，解决开发中所遇到的技术难题；6、完成模块详细设计与开发；7.负责项目小组的CodeReview岗位要求：1.3年以上java开发经验，2年以上大数据开发经验2.了解jvm的GC机制，有实际GC优化经验3.深入了解线程安全，锁机制，java并发包使用4.熟练使用netty通信5.有阅读源码能力6.熟练hbase编程API、存储模型等7.有hbase源码修改经验优先8.有hbase优化经验优先",前程无忧,本科,,,广州棒谷科技股份有限公司,民营公司,,"五险一金,定期体检,专业培训,员工旅游,年终奖金",无工作经验,招2人,,,大数据开发工程师（hbase方向）--大数据,http://jobs.51job.com/guangzhou-byq/90005729.html?s=01&t=0,,1000-5000人,27/12/2017,10000-25000,2,"[互联网, 电子商务,贸易, 进出口]"
73,岗位职责：1.负责数据仓库和大数据处理模块的架构设计和开发；2.负责基于Spark技术的海量数据的处理、分析、统计、挖掘工作；3.基于Spark框架的数据仓库的设计，开发，维护；4.根据需求使用SparkStreaming和SparkSQL进行数据处理、查询、统计等工作。职位要求：1.本科以上学历，IT软件、计算机、互联网等相关专业；2.2年以上的Spark开发经验；3.熟悉Scala语言，对Scala原理、底层技术有深入研究者优先；4.熟悉SparkStreaming和SparkSQL；5.具有Hadoop集群和spark集群的性能优化能力；6.有过TB级数据系统开发经验者优先。,前程无忧,,,,深圳市财富趋势科技股份有限公司武汉研发中心,民营公司,,"五险一金,绩效奖金,年终奖金,法定假期,节日福利,月度奖金",无工作经验,招2人,,,Spark工程师,http://jobs.51job.com/wuhan/85824035.html?s=01&t=0,,150-500人,25/12/2017,7000-12000,2,"[计算机软件,金融, 投资, 证券]"
74,1.负责数据仓库和大数据处理模块的架构设计和开发；2.负责基于Spark技术的分布式计算框架开发、处理、分析、统计、挖掘工作；3.基于Spark框架的数据仓库的设计，开发，维护；4.根据需求使用SparkStreaming和SparkSQL等相关技术的海量数据的处理、分析、统计、挖掘工作。任职要求：1.熟悉Spark相关技术，至少有2年的Spark开发经验；2.熟悉Scala/Java语言，对Scala/Java原理、底层技术有深入研究者优先；3.熟悉SparkStreaming和SparkSQL；4.有优良的TroubleShooting能力；5.有过海量数据系统开发经验者优先；6.在开源社群活跃并有积极贡献者优先；,前程无忧,大专,,,上海星红桉数据科技有限公司,民营公司,,"五险一金,交通补贴,年终奖金,绩效奖金",2年经验,招1人,,,Spark工程师,http://jobs.51job.com/shanghai/86837435.html?s=01&t=0,,50-150人,25/12/2017,6000-15000,1,"[计算机服务(系统、数据服务、维修),互联网, 电子商务]"
75,工作职责1、负责数据仓库和大数据处理模块的架构设计和开发；2、实现基于SparkStreaming流处理程序的开发3、Spark技术研究和通用数据平台的性能调优；4、负责大数据项目中，基于SparkSQL等相关技术的海量数据的处理、分析、统计、挖掘工作。任职资格1.2年以上的大数据领域（主要是spark/hadoop/kafka/hive）开发经验2、熟悉Scala，Java语言，有丰富的分布式编程经验；3.熟练使用SparkStreaming、SparkSQL和SparkMLlib，对spark的运行原理有深入了解4.熟悉hadoop/spark的生态系统，例如Hive、Hbase、Zookeeper、Sqoop、Yarn、kafka等。5.熟悉spark/hadoop集群架构的设计和优化，并有实际的部署经验,前程无忧,本科,,,招商银行股份有限公司信用卡中心,上市公司,,"五险一金,交通补贴,餐饮补贴,通讯补贴,绩效奖金,年终奖金,年度旅游,带薪年假,节日福利,体检",无工作经验,招1人,,,Spark工程师,http://jobs.51job.com/shanghai-pdxq/93145629.html?s=01&t=0,,10000人以上,25/12/2017,15000-20000,1,[银行]
76,"同行的***伴~~~感谢缘分，让你点点手指进入了我们的招聘页面，我们期待，优秀的你尽快加入，结伴fighting！这里有大量的***，休闲的别墅办公，超美味的午餐，丰富的娱乐，欢乐的同事，这些你想拥有吗？在这里你再也不是简单的***，我们带你一起向高富帅的路上狂奔！我们需要你：*负责构建Spark/HDFS大数据处理架构；*负责基于Spark技术的海量数据的自动化分析处理和统计工作；*基于Spark框架大数据架构的设计、开发和维护；*根据相关需求使用SparkStreaming/Storm、SparkSQL进行数据处理、查询和统计等工作；*实现大数据的深层次挖掘和准确业务推荐/营销。我们希望你具备：*计算机或相关专业；*熟悉spark内核,熟练掌握Java或者Scala语言，追求代码质量和程序效率；*熟悉SparkSQL,sparkStreaming等，对Spark体系结构、运行机制和源码有深入研究优先；*熟悉ElasticSearch、Lucene优先；*有Spark调优、统计学知识的优先考虑；*对技术有强烈的兴趣，喜欢钻研，具有良好的学习能力；*责任心强，工作认真负责，能够承受一定的工作压力；*熟悉计算广告相关背景知识，有广告平台(ssp/dsp/adx)研发经验优先。先来点实际的：*多牛传媒为每一位员工提供最人性化的薪酬福利，工作环境；*入职缴纳社保公积金，我们义不容辞；*我们关心每一位多牛人的健康，健身房，水果，零食饮料等多项软福利；*每天下午困困哒，不要紧，咖啡无限量供应！*我们有最open的文化氛围，珍视每一位多牛人每一个小小的建议；*多牛传媒，趣，最活力，最学习，最靠谱，最创新；*我们等待你的加入！",前程无忧,,,,北京多牛互动传媒股份有限公司,上市公司,,"五险一金,弹性工作,专业培训,绩效奖金,年终奖金,股票期权",无工作经验,招1人,,,Spark开发工程师-DNJS0005,http://jobs.51job.com/beijing-hdq/92957347.html?s=01&t=0,,150-500人,25/12/2017,10000-20000,1,"[互联网, 电子商务,影视, 媒体, 艺术, 文化传播]"
