,职位名称,部门,工作地点,工作性质,经验,学历,薪资,专业要求,招聘人数,职位诱惑,岗位介绍,公司名称,公司行业,公司性质,融资阶段,公司规模,公司主页,发布日期,发布网站,原始URL
286,爬虫开发工程师,,上海-徐汇区,,3-4年经验,,12000-18000,,1,,职位描述：1、精通爬虫相关技术，如：httpClient/jSoup/xpath/正则表达式/验证码加密处理/代理池等2、精通CoreJava相关知识，如：常用集合类/泛型/反射/IO/注解/多线程等3、掌握常用开源框架，如：Spring、MyBatis、SpringBoot等4、掌握常用数据库（如：MySQL）及相应DDL/DML，熟悉索引及常规SQL调优5、掌握常用开发管理工具及应用服务器，如：Eclipser、Maven、Git/SVN、Tomcat、Nginx等6、熟悉行为验证码识别、模拟登陆、数据清洗、去重、入库等7、熟悉HTTP协议，掌握HTML/CSS/JS/JQUERY/AJAX等相关知识8、熟悉MQ、Zookeeper、Redis等分布式和NoSQL技术9、了解Linux系统及Linux常用命令10、了解Hadoop、HBase、HDFS、KAFKA等大数据相关知识11、有运营商网站爬取或逆向经验尤佳,上海易恒健康生物科技有限公司,"互联网, 电子商务",民营公司,,500-1000人,,27/12/2017,前程无忧,http://jobs.51job.com/shanghai-xhq/92986870.html?s=01&t=0
287,爬虫工程师,,北京-海淀区,,无工作经验,本科,10000-20000,,1,"五险一金,交通补贴,绩效奖金,弹性工作,股票期权","岗位职责：1、负责分布式爬虫系统的核心技术研究、架构设计、系统规划；2、负责爬虫核心算法的策略优化，提升网页抓取的效率和质量；3、负责研究各种网站、论坛、社交媒体实现多种媒体资源抓取实现；4、反爬策略的设计及优化；5、负责业务需求分析、系统设计、开发计划的制定与跟进；6、负责爬虫系统研发过程跟进、代码Review、质量控制；岗位要求：1、本科或以上学历，5年以上开发经验，3年以上爬虫研发管理经验；2、具有分布式爬虫系统框架设计能力，以及爬虫项目规划能力；3、熟悉网络编程、熟悉多线程机制、有过SocketHTTP网络编程项目经验；4、模拟浏览器操作爬虫，了解网页抓取原理及技术，精通正则表达式，具备网络爬虫项目经验5、具有分布式爬虫的开发以及维护工作经验，开发更具实时性以及准确性的高性能爬虫；6、具有互联网应用行业经验，具备快速学习新理念及技术,有务实的工作态度与扎实的软件开发理论基础。",红石阳光（北京）科技股份有限公司,"通信, 电信运营、增值服务,互联网, 电子商务",民营公司,,50-150人,,27/12/2017,前程无忧,http://jobs.51job.com/beijing-hdq/97251960.html?s=01&t=0
288,大数据开发工程师,,青岛-城阳区,,2年经验,大专,8000-10000,,5,"五险一金,交通补贴,年终奖金,绩效奖金,通讯补贴,餐饮补贴,弹性工作,免费班车,包住","负责大规模文本、图像、视频、音频、APP等数据的抓取、结构化信息抽取、内容分析、垃圾过滤、质量识别等工作。包含：1、爬虫、结构化提取和内容分析相关功能开发2、爬虫、结构化提取和内容分析相关工具平台的研发岗位要求：1、熟悉linux开发环境，熟练使用shell/python/perl/awk等至少一种脚本编程；2、具备过硬的编码能力、扎实的数据结构和算法功底；3、理解http协议，熟悉html,DOM,xpath；4、熟悉抓取和页面解析类库，能进行页面结构化数据提取；5、熟悉垂直搜索爬虫、分布式网络爬虫者优先考虑；6、有搜索引擎、数据挖掘相关经验，能够使用hadoop、storm、spark等相关平台者优先考虑；7、工作认真细致踏实，有较强的学习能力；",青岛诚为信征信有限公司,"计算机服务(系统、数据服务、维修),计算机软件",民营公司,,少于50人,,27/12/2017,前程无忧,http://jobs.51job.com/qingdao-cyq/97021075.html?s=01&t=0
289,高级爬虫工程师,,上海-徐汇区,,2年经验,本科,8000-20000,,0,"五险一金,员工旅游,年终奖金,股票期权,绩效奖金,专业培训,定期体检,餐饮补贴,交通补贴","岗位职责：1、参与爬虫架构设计和研发2、参与爬虫核心算法和策略优化研究3、负责爬虫检索系统核心相关度技术的创新与优化任职要求：1、熟悉多线程、多进程、网络通信编程相关知识2、两年以上大规模网页爬虫开发经验,熟悉JS，ajax，网页消重3、能够总结分析不同网站，网页的结构特点及规律4、有分布式、垂直领域爬虫开发经验优先5、良好的逻辑思维能力，能够从海量数据中发现有价值的规律6、熟悉C/C++、Java、.Net语言编程，对数据结构和算法设计有较为深刻的理解7、优秀的分析问题和解决问题的能力，对解决具有挑战性问题充满激情8、良好的团队合作精神，较强的沟通能力",上海思贤信息技术股份有限公司,"互联网, 电子商务",民营公司,,50-150人,,27/12/2017,前程无忧,http://jobs.51job.com/shanghai-xhq/74076484.html?s=01&t=0
291,大数据爬虫工程师,,上海-杨浦区,,3-4年经验,本科,8000-15000,,1,五险一金,"岗位职责：1、负责爬虫的设计和开发；2、负责网页信息抽取技术的研究和开发；3、设计爬取、调度和抽取算法，优化系统；4、负责抓取数据的深度提取和挖掘。【职位要求】1、计算机或相关专业大学以上学历；2、要求熟悉Python及Python抓取框架3、从事过网络爬虫或类似任务的研究开发工作3年以上；4、精通网页抓取原理及技术的实现细节，熟悉基于规则的网页信息抽取，精通正则表达式，从结构化的和非结构化的数据中获取信息,对网页抓取、信息抽取、去重、清洁、匹配有一定经验；5、有数据分析或信息检索开发经验者优先；6、对开源项目有较好的跟踪和关注，如果对一些开源的做海量数据处理的项目如hadoop，spark，Redis,MongoDB，MapReduce有经验者会优先考虑。",上海众调信息科技有限公司,"互联网, 电子商务,汽车及零配件",民营公司,,50-150人,,27/12/2017,前程无忧,http://jobs.51job.com/shanghai-ypq/85654634.html?s=01&t=0
293,Python爬虫工程师,,南京,,2年经验,大专,6000-8000,,0,,职责：1、负责爬虫核心技术的设计和开发；2、设计爬取、调度和抽取算法，优化系统；3、设计爬虫策略和防屏蔽规则，提升网页抓取的效率和质量；4、对指定电商网站、移动端App进行数据抓取的开发工作；5、及时解决爬虫抓取过程中出现的问题并不断维护、优化程序；要求：1、专科及以上学历，计算机相关专业；2、2年以上Python开发的经验，1年以上爬虫开发经验；熟悉MySQL数据库，能协助检查数据入库环节；有多线程开发经验；会处理电商或其他网站反爬问题者优先；3、熟悉整个爬虫的设计及实现流程，精通网页抓取原理及技术，精通正则表达式、HTML，JS，AJAX等网页信息抽取技术，从结构化的和非结构化的数据中获取信息；4、有海量数据爬取经验者优先，有大数据量、大并发项目经验者优先，有互联网、电商平台、移动端数据爬取技术经验者优先；5、有良好的代码编写习惯，具有良好的沟通、协作能力，有责任心。,上海讯实网络科技有限公司,"互联网, 电子商务,计算机软件",民营公司,,50-150人,,27/12/2017,前程无忧,http://jobs.51job.com/nanjing/88402766.html?s=01&t=0
294,爬虫开发工程师,,北京-海淀区,,无工作经验,,10000-15000,,1,"员工旅游,交通补贴,出国机会,绩效奖金",岗位职责：1、分布式爬虫系统的核心技术研究、架构开发；2、负责网页信息抽取、数据清洗等研发和优化工作；3、参与爬虫核心算法的策略优化研究，提升网页抓取的效率和质量；4、研究各种网页、app接口，探寻特点和规律；5、反爬策略研究；职位要求：1、熟悉linux平台开发，精通Java编程语言。2、熟悉SQL语言、熟悉MYSQL应用开发；3、具有分布式爬虫的开发以及维护工作经验，开发更具实时性以及准确性的高性能爬虫；4、有APP数据采集、垂直网站数据采集经验优先。5、良好的学习能力、沟通能力，乐于承担工作压力，有较强的分析和解决问题的能力；6、踏实稳重，有责任心，工作积极主动，有团队精神；,北京千里马网信科技有限公司,"互联网, 电子商务",民营公司,,500-1000人,,27/12/2017,前程无忧,http://jobs.51job.com/beijing-hdq/97301955.html?s=01&t=0
296,爬虫开发工程师,,重庆-江北区,,3-4年经验,大专,7000-10000,,2,"五险一金,绩效奖金,年终奖金,员工旅游",简历投递邮箱：licheng0810@dingtalk.com工作职责：1、负责互联网站、网页、链接的特征挖掘，对指定的多个网站的网页进行网页抓取、数据提取、清洗、入库；2、参与分布式爬虫和数据采集系统的架构设计和开发；3、参与抓取数据的处理分析。任职资格：1、计算机/电子/通信类、数学、金融等理工相关专业，3年及以上工作经验；2、熟练使用Python、java等语言进行网络爬虫编写，熟悉scrapy；3、熟练使用MySQL、MongoDB、Redis等数据库操作和开发；4、熟练掌握分布式爬虫框架，对模拟登录、代理IP技术有一定了解；5、有hadoop或spark平台使用经验优先。,重庆风岭旅游服务有限公司,"酒店, 旅游",民营公司,,50-150人,,27/12/2017,前程无忧,http://jobs.51job.com/chongqing-jbq/96898046.html?s=01&t=0
297,爬虫工程师,,广州-天河区,,3-4年经验,本科,10000-15000,,0,,岗位职责:任职资格:,虎彩印艺股份有限公司,"印刷, 包装, 造纸",民营公司,,5000-10000人,,27/12/2017,前程无忧,http://jobs.51job.com/guangzhou-thq/97328505.html?s=01&t=0
298,python爬虫工程师,,天津-滨海新区,,2年经验,本科,6000-8000,,1,"五险一金,绩效奖金,年终奖金,餐饮补贴,提供住宿,周末双休","岗位职责：1、负责网络爬虫产品的研发工作;2、抓取数据需求支持，完成日常抓取与解析任务;3、能够解决封账号、封IP采集等问题,解决网页抓取、信息抽取等问题,构建完善的网络信息收集平台。4、负责网络爬虫采集规则的编写；5、负责核心算法的设计与开发任职资格：1、熟悉使用Linux操作系统;2、掌握python语言，至少两年使用经验,一年以上大规模网页爬虫开发经验;3、熟练使用关系数据库(如mysql,postgresql)或NoSql数据库(如mongodb及redis)，并至少有一个项目经验;4、计算机、信息技术或相关专业本科或以上学历;5、有分布式爬虫架构经验者优先;6、强烈的责任心和良好的团队合作能力;7、对算法设计和数据结构有深刻的理解；",吉比艾（天津）软件研发有限公司,"互联网, 电子商务",民营公司,,50-150人,,27/12/2017,前程无忧,http://jobs.51job.com/tianjin-bhxq/97267741.html?s=01&t=0
300,数据挖掘工程师,,上海-浦东新区,,无工作经验,硕士,10000-15000,,5,"六险一金,大牛导师1V1,年终奖金,股票期权,弹性工作,定期体检,专业培训,节日福利,下午茶+团建,年度出国游",1对1大牛导师不输BAT的高含金量项目经验来自百度、腾讯、盛大的大数据研发精英团队，屡获ACM国际数据挖掘大赛冠军殊荣，科研工程能力双雄，市场技术口碑优秀，氛围佳环境好数据挖掘工程师JD岗位描述：1、通过海量数据挖掘、机器学习等方法进行核心策略的研究及开发2、用户分析、理解及建模，持续提升用户产品体验3、高性能、高并发的机器学习、数据挖掘方法及架构的研发4、算法及数据挖掘在新业务领域的推进及应用任职资格：1、17、18届毕业生，计算机、软件等相关专业硕士及以上学历2、精通一门或多门开发语言（Python、C++、Java等）3、对算法、海量数据挖掘有业界实践经验，熟悉机器学习、数据挖掘方法优先考虑；4、善于独立思考，逻辑清晰，热爱挑战，具备快速学习能力；5、具备良好的沟通能力和团队合作精神6、18届同学能先实习者优先（每周4天以上+3-6个月以上连续实习期）简历投递地址：hr@datagrand.com,达而观信息科技（上海）有限公司,"互联网, 电子商务,计算机软件",民营公司,,50-150人,,27/12/2017,前程无忧,http://jobs.51job.com/shanghai-pdxq/93252613.html?s=01&t=0
301,爬虫,,常德,,1年经验,本科,3000-10000,,2,"绩效奖金,餐饮补贴,专业培训,员工旅游","任职要求：1、专科及以上学历，计算机相关专业，熟悉JAVA语言开发;2、工作认真、有责任心、沟通协作能力强、富有团队精神；3、人品端正，有付出精神和职业道德意识，事业心强；4、有多线程、有分布式、垂直领域爬虫开发经验者优先；5、熟悉Html、JavaScript、Jquery,DIV+CSS等前端开发技术，熟悉Ajax；6、熟练SQL语法及mysql数据库应用开发；7、应公司现在急需用人，可接受应届生和IT专业培训生公司待遇：薪资标准：3000—10000元以上1、工作时间：周一至周六9：00-18：00；2、休息时间：周日及法定节假日；3、员工住宿：免费提供员工住宿；4：员工就餐：公司给予员工餐补；联系人：刘***17711679501",深圳市博览天下票务服务有限公司,"互联网, 电子商务",民营公司,,150-500人,,27/12/2017,前程无忧,http://jobs.51job.com/changde/68822289.html?s=01&t=0
